id,title,category,createtime,completetime,complete,user_id
439,go for a walk,art,2022-10-04 13:09:48.710226,2022-10-05 10:28:09.367703,True,1
440,go for a walk,art,2022-10-04 17:57:48.710226,2022-10-06 02:34:02.575617,True,4
441,buy socks,programming,2022-10-04 22:45:48.710226,2022-10-06 03:48:40.646703,True,2
442,eat,sport,2022-10-05 03:33:48.710226,2022-10-05 20:43:50.053452,True,2
443,get dressed,art,2022-10-05 08:21:48.710226,2022-10-06 00:48:02.945259,True,5
444,lay in bed,programming,2022-10-05 13:09:48.710226,2022-10-06 13:50:36.942657,True,5
445,brush your teeth,programming,2022-10-05 17:57:48.710226,2022-10-06 11:30:56.197702,True,2
446,go for a walk,art,2022-10-05 22:45:48.710226,2022-10-06 16:22:38.297783,True,4
447,buy socks,sport,2022-10-06 03:33:48.710226,2022-10-06 16:19:11.827151,True,1
448,drink coffee,programming,2022-10-06 08:21:48.710226,2022-10-07 16:07:39.783364,True,5
449,go for a walk,sport,2022-10-06 13:09:48.710226,2022-10-07 06:58:40.015203,True,5
450,sleep,programming,2022-10-06 17:57:48.710226,2022-10-07 07:27:38.067128,True,3
451,buy pants,programming,2022-10-06 22:45:48.710226,2022-10-08 07:55:06.190128,True,1
452,sleep,art,2022-10-07 03:33:48.710226,2022-10-08 00:02:17.026928,True,5
453,count leaves of trees,sport,2022-10-07 08:21:48.710226,2022-10-08 05:07:49.726664,True,3
454,brush your teeth,art,2022-10-07 13:09:48.710226,2022-10-08 16:00:20.720814,True,4
455,get dressed,programming,2022-10-07 17:57:48.710226,2022-10-08 13:58:22.476360,True,2
456,get dressed,sport,2022-10-07 22:45:48.710226,2022-10-09 02:34:34.672849,True,1
457,brush your teeth,art,2022-10-08 03:33:48.710226,2022-10-09 09:38:06.922355,True,1
458,brush your teeth,programming,2022-10-08 08:21:48.710226,2022-10-09 06:53:38.441744,True,5
459,go for a walk,sport,2022-10-08 13:09:48.710226,2022-10-09 05:45:47.911035,True,1
460,buy pants,sport,2022-10-08 17:57:48.710226,2022-10-10 03:26:42.483518,True,1
461,count sand on the beach,art,2022-10-08 22:45:48.710226,2022-10-10 04:31:59.588992,True,4
462,produce shitty code,sport,2022-10-09 03:33:48.710226,2022-10-10 01:21:16.581742,True,5
463,brush your teeth,programming,2022-10-09 08:21:48.710226,2022-10-10 06:44:14.595626,True,1
464,nap,programming,2022-10-09 13:09:48.710226,2022-10-10 05:03:20.568019,True,1
465,lay in bed,programming,2022-10-09 17:57:48.710226,2022-10-10 23:42:48.905163,True,4
466,go for a walk,art,2022-10-09 22:45:48.710226,2022-10-10 12:23:17.237231,True,5
467,buy pants,art,2022-10-10 03:33:48.710226,2022-10-10 23:27:59.684001,True,5
468,count leaves of trees,art,2022-10-10 08:21:48.710226,2022-10-11 08:27:01.948980,True,5
469,count sand on the beach,art,2022-10-10 13:09:48.710226,2022-10-11 04:24:12.308016,True,1
470,eat,sport,2022-10-10 17:57:48.710226,2022-10-11 07:19:54.631694,True,4
471,count leaves of trees,programming,2022-10-10 22:45:48.710226,2022-10-11 13:02:34.128214,True,1
472,drink coffee,art,2022-10-11 03:33:48.710226,2022-10-11 16:14:41.641212,True,3
473,buy pants,sport,2022-10-11 08:21:48.710226,2022-10-12 14:56:44.920740,True,5
474,sleep,art,2022-10-11 13:09:48.710226,2022-10-12 06:11:56.897073,True,5
475,produce shitty code,sport,2022-10-11 17:57:48.710226,2022-10-12 23:44:16.700436,True,1
476,produce shitty code,programming,2022-10-11 22:45:48.710226,2022-10-12 10:54:28.546189,True,1
477,lay in bed,sport,2022-10-12 03:33:48.710226,2022-10-12 17:40:17.725624,True,5
478,sleep,programming,2022-10-12 08:21:48.710226,2022-10-13 08:32:06.427141,True,5
479,count sand on the beach,sport,2022-10-12 13:09:48.710226,2022-10-13 19:29:12.260697,True,5
480,produce shitty code,sport,2022-10-12 17:57:48.710226,2022-10-14 02:57:58.607910,True,1
481,eat,art,2022-10-12 22:45:48.710226,2022-10-13 14:24:16.532238,True,1
482,drink coffee,programming,2022-10-13 03:33:48.710226,2022-10-14 04:10:04.077470,True,3
483,count leaves of trees,programming,2022-10-13 08:21:48.710226,2022-10-14 16:40:54.333892,True,4
484,buy socks,art,2022-10-13 13:09:48.710226,2022-10-14 07:51:56.665123,True,1
485,brush your teeth,art,2022-10-13 17:57:48.710226,2022-10-14 07:05:43.488989,True,4
486,buy pants,sport,2022-10-13 22:45:48.710226,2022-10-15 03:18:31.231967,True,4
487,buy socks,programming,2022-10-14 03:33:48.710226,2022-10-15 15:04:32.445274,True,4
488,sleep,sport,2022-10-14 08:21:48.710226,2022-10-15 20:03:13.797125,True,4
489,count sand on the beach,sport,2022-10-14 13:09:48.710226,2022-10-15 19:20:17.279963,True,3
490,lay in bed,programming,2022-10-14 17:57:48.710226,2022-10-16 00:48:13.944577,True,3
491,sleep,programming,2022-10-14 22:45:48.710226,2022-10-15 17:34:02.258192,True,1
492,go for a walk,programming,2022-10-15 03:33:48.710226,2022-10-16 09:20:09.222080,True,1
493,go for a walk,sport,2022-10-15 08:21:48.710226,2022-10-16 10:33:09.767076,True,1
494,lay in bed,programming,2022-10-15 13:09:48.710226,2022-10-16 12:32:13.362259,True,1
495,buy pants,sport,2022-10-15 17:57:48.710226,2022-10-16 10:29:34.301915,True,5
496,nap,art,2022-10-15 22:45:48.710226,2022-10-17 02:12:33.218251,True,3
497,count leaves of trees,programming,2022-10-16 03:33:48.710226,2022-10-16 22:09:09.710772,True,1
498,get dressed,programming,2022-10-16 08:21:48.710226,2022-10-16 23:40:45.863892,True,1
499,nap,programming,2022-10-16 13:09:48.710226,2022-10-17 05:53:44.455616,True,2
500,sleep,sport,2022-10-16 17:57:48.710226,2022-10-17 16:33:16.368999,True,3
501,lay in bed,sport,2022-10-16 22:45:48.710226,2022-10-18 10:13:06.838774,True,1
502,sleep,sport,2022-10-17 03:33:48.710226,2022-10-18 15:04:57.158172,True,4
503,get dressed,sport,2022-10-17 08:21:48.710226,2022-10-17 22:51:17.177805,True,5
504,get dressed,sport,2022-10-17 13:09:48.710226,2022-10-18 06:16:05.214195,True,4
505,go for a walk,sport,2022-10-17 17:57:48.710226,2022-10-18 11:18:39.143894,True,1
506,buy pants,art,2022-10-17 22:45:48.710226,2022-10-18 11:59:55.341061,True,2
507,buy socks,programming,2022-10-18 03:33:48.710226,2022-10-18 19:08:17.080170,True,2
508,get dressed,art,2022-10-18 08:21:48.710226,2022-10-19 07:38:27.497245,True,4
509,nap,programming,2022-10-18 13:09:48.710226,2022-10-19 22:19:03.210051,True,5
510,eat,programming,2022-10-18 17:57:48.710226,2022-10-19 12:47:50.644215,True,1
511,sleep,programming,2022-10-18 22:45:48.710226,2022-10-19 11:10:56.662777,True,5
512,produce shitty code,programming,2022-10-19 03:33:48.710226,2022-10-20 01:05:56.443084,True,2
513,count leaves of trees,sport,2022-10-19 08:21:48.710226,2022-10-20 06:57:47.526446,True,1
514,count sand on the beach,programming,2022-10-19 13:09:48.710226,2022-10-20 22:47:26.575440,True,2
515,brush your teeth,programming,2022-10-19 17:57:48.710226,2022-10-20 17:52:52.032655,True,2
516,lay in bed,sport,2022-10-19 22:45:48.710226,2022-10-20 15:14:25.905247,True,5
517,lay in bed,sport,2022-10-20 03:33:48.710226,2022-10-21 03:40:20.002766,True,4
518,buy socks,sport,2022-10-20 08:21:48.710226,2022-10-21 16:30:21.931768,True,3
519,drink coffee,art,2022-10-20 13:09:48.710226,2022-10-21 20:26:05.067647,True,4
520,eat,programming,2022-10-20 17:57:48.710226,2022-10-21 14:22:15.818297,True,5
521,get dressed,sport,2022-10-20 22:45:48.710226,2022-10-22 01:36:33.246931,True,1
522,count sand on the beach,art,2022-10-21 03:33:48.710226,2022-10-22 14:04:22.279359,True,5
523,count sand on the beach,programming,2022-10-21 08:21:48.710226,2022-10-22 09:10:16.877830,True,1
524,go for a walk,sport,2022-10-21 13:09:48.710226,2022-10-22 16:00:26.455892,True,2
525,get dressed,sport,2022-10-21 17:57:48.710226,2022-10-23 03:05:57.135385,True,1
526,buy pants,programming,2022-10-21 22:45:48.710226,2022-10-23 09:26:43.717397,True,2
527,eat,art,2022-10-22 03:33:48.710226,2022-10-23 13:54:57.160928,True,5
528,count leaves of trees,programming,2022-10-22 08:21:48.710226,2022-10-23 00:00:40.981178,True,1
529,count leaves of trees,sport,2022-10-22 13:09:48.710226,2022-10-23 22:40:57.482904,True,5
530,eat,art,2022-10-22 17:57:48.710226,2022-10-23 11:38:45.707906,True,5
531,drink coffee,programming,2022-10-22 22:45:48.710226,2022-10-24 02:28:30.514144,True,5
532,buy socks,sport,2022-10-23 03:33:48.710226,2022-10-23 21:12:53.263112,True,2
533,count sand on the beach,sport,2022-10-23 08:21:48.710226,2022-10-23 23:57:51.436604,True,3
534,lay in bed,programming,2022-10-23 13:09:48.710226,2022-10-24 11:14:04.028156,True,3
535,go for a walk,sport,2022-10-23 17:57:48.710226,2022-10-24 08:14:15.557320,True,4
536,nap,programming,2022-10-23 22:45:48.710226,2022-10-25 10:10:01.843840,True,1
537,nap,art,2022-10-24 03:33:48.710226,2022-10-25 04:33:40.427919,True,4
538,produce shitty code,programming,2022-10-24 08:21:48.710226,2022-10-25 02:47:44.408989,True,4
539,count sand on the beach,art,2022-10-24 13:09:48.710226,2022-10-26 00:49:20.698210,True,3
540,nap,art,2022-10-24 17:57:48.710226,2022-10-25 12:23:49.198570,True,5
541,buy pants,programming,2022-10-24 22:45:48.710226,2022-10-25 17:00:43.362738,True,3
542,go for a walk,sport,2022-10-25 03:33:48.710226,2022-10-26 00:12:56.891264,True,4
543,buy pants,art,2022-10-25 08:21:48.710226,2022-10-26 05:02:31.614665,True,1
544,drink coffee,programming,2022-10-25 13:09:48.710226,2022-10-26 19:47:38.556362,True,3
545,brush your teeth,art,2022-10-25 17:57:48.710226,2022-10-26 18:13:04.492565,True,1
546,sleep,art,2022-10-25 22:45:48.710226,2022-10-27 04:19:22.789901,True,2
547,produce shitty code,art,2022-10-26 03:33:48.710226,2022-10-27 07:55:17.398888,True,5
548,brush your teeth,sport,2022-10-26 08:21:48.710226,2022-10-27 13:15:51.488181,True,4
549,count leaves of trees,programming,2022-10-26 13:09:48.710226,2022-10-27 18:04:03.711375,True,4
550,count sand on the beach,art,2022-10-26 17:57:48.710226,2022-10-27 08:20:50.692552,True,2
551,buy pants,art,2022-10-26 22:45:48.710226,2022-10-27 18:22:11.305084,True,1
552,count sand on the beach,sport,2022-10-27 03:33:48.710226,2022-10-28 05:57:30.141618,True,3
553,buy pants,sport,2022-10-27 08:21:48.710226,2022-10-28 16:02:06.005311,True,3
554,count leaves of trees,sport,2022-10-27 13:09:48.710226,2022-10-28 10:40:51.999418,True,2
555,go for a walk,art,2022-10-27 17:57:48.710226,2022-10-28 11:34:15.505932,True,2
556,buy socks,sport,2022-10-27 22:45:48.710226,2022-10-29 03:24:31.940499,True,4
557,lay in bed,art,2022-10-28 03:33:48.710226,2022-10-29 08:35:05.480342,True,2
558,drink coffee,programming,2022-10-28 08:21:48.710226,2022-10-29 11:33:18.753544,True,3
559,buy pants,programming,2022-10-28 13:09:48.710226,2022-10-29 14:43:09.682438,True,5
560,go for a walk,art,2022-10-28 17:57:48.710226,2022-10-30 01:25:36.302944,True,1
561,count sand on the beach,sport,2022-10-28 22:45:48.710226,2022-10-29 12:22:47.129198,True,1
562,produce shitty code,sport,2022-10-29 03:33:48.710226,2022-10-29 19:32:11.091077,True,5
563,brush your teeth,sport,2022-10-29 08:21:48.710226,2022-10-30 00:51:08.103554,True,2
564,drink coffee,programming,2022-10-29 13:09:48.710226,2022-10-30 20:07:05.823785,True,3
565,buy socks,art,2022-10-29 17:57:48.710226,2022-10-31 04:10:16.911965,True,3
566,go for a walk,art,2022-10-29 22:45:48.710226,2022-10-31 10:36:38.360959,True,2
567,produce shitty code,sport,2022-10-30 03:33:48.710226,2022-10-31 08:15:55.849519,True,3
568,count leaves of trees,art,2022-10-30 08:21:48.710226,2022-10-30 22:08:27.364840,True,3
569,get dressed,programming,2022-10-30 13:09:48.710226,2022-10-31 08:02:10.837182,True,3
570,buy socks,sport,2022-10-30 17:57:48.710226,2022-10-31 12:48:07.450523,True,2
571,produce shitty code,sport,2022-10-30 22:45:48.710226,2022-11-01 00:20:18.995063,True,5
572,count sand on the beach,programming,2022-10-31 03:33:48.710226,2022-11-01 15:05:07.528806,True,4
573,eat,sport,2022-10-31 08:21:48.710226,2022-10-31 22:42:13.885426,True,3
574,drink coffee,art,2022-10-31 13:09:48.710226,2022-11-01 12:23:35.000131,True,4
575,go for a walk,art,2022-10-31 17:57:48.710226,2022-11-01 19:59:35.252684,True,4
576,brush your teeth,art,2022-10-31 22:45:48.710226,2022-11-01 17:57:14.009777,True,1
577,get dressed,art,2022-11-01 03:33:48.710226,2022-11-02 09:17:04.347722,True,1
578,buy socks,sport,2022-11-01 08:21:48.710226,2022-11-02 18:05:10.910640,True,5
579,count leaves of trees,programming,2022-11-01 13:09:48.710226,2022-11-02 19:27:28.760469,True,2
580,lay in bed,art,2022-11-01 17:57:48.710226,2022-11-02 07:39:13.731035,True,4
581,nap,art,2022-11-01 22:45:48.710226,2022-11-03 06:11:54.374270,True,5
582,lay in bed,sport,2022-11-02 03:33:48.710226,2022-11-03 08:28:10.356102,True,2
583,sleep,programming,2022-11-02 08:21:48.710226,2022-11-02 23:12:50.663629,True,4
584,drink coffee,programming,2022-11-02 13:09:48.710226,2022-11-03 23:33:32.392383,True,4
585,nap,programming,2022-11-02 17:57:48.710226,2022-11-03 20:36:22.623473,True,3
586,eat,programming,2022-11-02 22:45:48.710226,2022-11-03 19:13:38.891894,True,1
587,nap,art,2022-11-03 03:33:48.710226,2022-11-04 09:54:23.348872,True,3
588,sleep,sport,2022-11-03 08:21:48.710226,2022-11-04 06:10:58.718348,True,2
589,brush your teeth,programming,2022-11-03 13:09:48.710226,2022-11-04 11:13:29.386344,True,2
590,brush your teeth,sport,2022-11-03 17:57:48.710226,2022-11-05 04:44:16.490952,True,2
591,sleep,programming,2022-11-03 22:45:48.710226,2022-11-04 18:45:44.642307,True,4
592,go for a walk,programming,2022-11-04 03:33:48.710226,2022-11-05 02:41:24.643066,True,5
593,count leaves of trees,programming,2022-11-04 08:21:48.710226,2022-11-05 12:28:19.068136,True,3
594,go for a walk,art,2022-11-04 13:09:48.710226,2022-11-05 13:47:43.358898,True,3
595,produce shitty code,programming,2022-11-04 17:57:48.710226,2022-11-05 17:05:07.416122,True,2
596,buy socks,programming,2022-11-04 22:45:48.710226,2022-11-05 15:54:51.025963,True,2
597,buy socks,programming,2022-11-05 03:33:48.710226,2022-11-05 16:53:01.788172,True,4
598,drink coffee,sport,2022-11-05 08:21:48.710226,2022-11-06 20:19:53.615850,True,2
599,eat,sport,2022-11-05 13:09:48.710226,2022-11-06 07:39:32.381809,True,1
600,buy pants,sport,2022-11-05 17:57:48.710226,2022-11-06 13:13:46.945599,True,1
601,produce shitty code,art,2022-11-05 22:45:48.710226,2022-11-07 02:31:24.205350,True,2
602,count leaves of trees,programming,2022-11-06 03:33:48.710226,2022-11-07 10:28:27.981499,True,5
603,eat,sport,2022-11-06 08:21:48.710226,2022-11-07 11:00:55.090027,True,5
604,brush your teeth,sport,2022-11-06 13:09:48.710226,2022-11-07 13:26:57.828068,True,2
605,count sand on the beach,sport,2022-11-06 17:57:48.710226,2022-11-07 16:23:32.156293,True,2
606,lay in bed,programming,2022-11-06 22:45:48.710226,2022-11-07 21:33:55.619686,True,2
607,nap,art,2022-11-07 03:33:48.710226,2022-11-07 22:48:41.831954,True,5
608,count sand on the beach,art,2022-11-07 08:21:48.710226,2022-11-08 01:47:15.284407,True,3
609,get dressed,programming,2022-11-07 13:09:48.710226,2022-11-08 15:30:05.042332,True,5
610,go for a walk,art,2022-11-07 17:57:48.710226,2022-11-09 03:42:31.448022,True,1
611,sleep,sport,2022-11-07 22:45:48.710226,2022-11-08 16:26:01.298689,True,1
612,sleep,sport,2022-11-08 03:33:48.710226,2022-11-08 22:46:46.659258,True,3
613,buy pants,art,2022-11-08 08:21:48.710226,2022-11-09 19:26:37.222283,True,5
614,go for a walk,programming,2022-11-08 13:09:48.710226,2022-11-09 22:41:24.491173,True,2
615,get dressed,sport,2022-11-08 17:57:48.710226,2022-11-09 14:23:20.160291,True,2
616,lay in bed,art,2022-11-08 22:45:48.710226,2022-11-09 12:29:10.108348,True,3
617,drink coffee,programming,2022-11-09 03:33:48.710226,2022-11-10 04:52:30.345379,True,3
618,buy pants,programming,2022-11-09 08:21:48.710226,2022-11-10 18:56:30.888137,True,2
619,buy pants,sport,2022-11-09 13:09:48.710226,2022-11-10 03:29:24.240914,True,5
620,eat,programming,2022-11-09 17:57:48.710226,2022-11-10 15:39:37.646173,True,4
621,lay in bed,programming,2022-11-09 22:45:48.710226,2022-11-11 03:04:52.128272,True,4
622,count sand on the beach,sport,2022-11-10 03:33:48.710226,2022-11-11 07:03:58.418622,True,2
623,get dressed,sport,2022-11-10 08:21:48.710226,2022-11-11 00:34:43.468853,True,3
624,brush your teeth,art,2022-11-10 13:09:48.710226,2022-11-11 13:10:30.909103,True,3
625,lay in bed,sport,2022-11-10 17:57:48.710226,2022-11-11 07:29:13.498994,True,1
626,count leaves of trees,sport,2022-11-10 22:45:48.710226,2022-11-12 05:38:11.176021,True,1
627,buy socks,art,2022-11-11 03:33:48.710226,2022-11-12 05:24:37.266415,True,4
628,eat,programming,2022-11-11 08:21:48.710226,2022-11-12 08:19:12.388895,True,4
629,count sand on the beach,art,2022-11-11 13:09:48.710226,2022-11-13 00:25:52.061823,True,1
630,lay in bed,art,2022-11-11 17:57:48.710226,2022-11-13 03:30:25.925093,True,4
631,brush your teeth,sport,2022-11-11 22:45:48.710226,2022-11-12 12:33:19.098807,True,3
632,lay in bed,sport,2022-11-12 03:33:48.710226,2022-11-13 01:17:26.207100,True,1
633,nap,programming,2022-11-12 08:21:48.710226,2022-11-13 03:31:48.764128,True,4
634,nap,art,2022-11-12 13:09:48.710226,2022-11-13 20:50:26.755324,True,3
635,buy socks,sport,2022-11-12 17:57:48.710226,2022-11-13 16:41:04.486929,True,4
636,nap,sport,2022-11-12 22:45:48.710226,2022-11-14 01:45:24.287188,True,4
637,sleep,programming,2022-11-13 03:33:48.710226,2022-11-14 06:55:29.742680,True,2
638,buy pants,art,2022-11-13 08:21:48.710226,2022-11-14 18:18:50.543713,True,3
639,nap,programming,2022-11-13 13:09:48.710226,2022-11-14 09:30:10.736930,True,5
640,buy socks,art,2022-11-13 17:57:48.710226,2022-11-15 03:34:46.197218,True,3
641,nap,art,2022-11-13 22:45:48.710226,2022-11-15 07:11:08.439772,True,1
642,buy socks,sport,2022-11-14 03:33:48.710226,2022-11-15 14:11:56.141282,True,5
643,drink coffee,art,2022-11-14 08:21:48.710226,2022-11-15 06:03:38.857869,True,1
644,produce shitty code,art,2022-11-14 13:09:48.710226,2022-11-15 02:06:07.414661,True,5
645,drink coffee,sport,2022-11-14 17:57:48.710226,2022-11-15 09:35:11.725756,True,2
646,eat,art,2022-11-14 22:45:48.710226,2022-11-16 09:22:40.957971,True,4
647,eat,sport,2022-11-15 03:33:48.710226,2022-11-16 09:35:46.335847,True,2
648,buy pants,sport,2022-11-15 08:21:48.710226,2022-11-16 01:25:36.140816,True,1
649,count sand on the beach,art,2022-11-15 13:09:48.710226,2022-11-16 16:21:25.946494,True,4
650,lay in bed,art,2022-11-15 17:57:48.710226,2022-11-16 06:19:35.116597,True,3
651,lay in bed,programming,2022-11-15 22:45:48.710226,2022-11-16 17:14:29.296044,True,2
652,go for a walk,programming,2022-11-16 03:33:48.710226,2022-11-17 02:45:20.692740,True,4
653,eat,sport,2022-11-16 08:21:48.710226,2022-11-17 00:54:58.237256,True,5
654,lay in bed,sport,2022-11-16 13:09:48.710226,2022-11-17 23:50:11.938037,True,1
655,brush your teeth,art,2022-11-16 17:57:48.710226,2022-11-17 13:05:21.497453,True,3
656,lay in bed,sport,2022-11-16 22:45:48.710226,2022-11-17 22:08:34.144189,True,3
657,lay in bed,sport,2022-11-17 03:33:48.710226,2022-11-18 00:46:20.648153,True,3
658,lay in bed,art,2022-11-17 08:21:48.710226,2022-11-18 02:25:19.131282,True,1
659,count leaves of trees,programming,2022-11-17 13:09:48.710226,2022-11-18 11:35:07.433718,True,3
660,nap,art,2022-11-17 17:57:48.710226,2022-11-19 00:14:50.375151,True,2
661,count sand on the beach,art,2022-11-17 22:45:48.710226,2022-11-19 09:27:59.733694,True,5
662,brush your teeth,sport,2022-11-18 03:33:48.710226,2022-11-18 19:07:59.685528,True,2
663,nap,programming,2022-11-18 08:21:48.710226,2022-11-19 05:55:44.480189,True,3
664,produce shitty code,programming,2022-11-18 13:09:48.710226,2022-11-19 20:28:19.413621,True,5
665,lay in bed,art,2022-11-18 17:57:48.710226,2022-11-19 13:12:14.026566,True,1
666,count leaves of trees,art,2022-11-18 22:45:48.710226,2022-11-19 15:02:42.837291,True,3
667,nap,sport,2022-11-19 03:33:48.710226,2022-11-19 21:23:47.077056,True,1
668,buy pants,sport,2022-11-19 08:21:48.710226,2022-11-20 02:34:33.700834,True,5
669,get dressed,programming,2022-11-19 13:09:48.710226,2022-11-20 03:21:48.026459,True,2
670,brush your teeth,sport,2022-11-19 17:57:48.710226,2022-11-20 17:39:01.941216,True,3
671,eat,art,2022-11-19 22:45:48.710226,2022-11-21 09:20:45.150892,True,4
672,buy socks,programming,2022-11-20 03:33:48.710226,2022-11-20 17:20:48.468542,True,4
673,sleep,programming,2022-11-20 08:21:48.710226,2022-11-21 00:33:54.695450,True,4
674,drink coffee,sport,2022-11-20 13:09:48.710226,2022-11-21 11:52:43.000396,True,2
675,get dressed,sport,2022-11-20 17:57:48.710226,2022-11-21 17:27:11.054261,True,5
676,brush your teeth,art,2022-11-20 22:45:48.710226,2022-11-21 17:53:36.245234,True,5
677,nap,art,2022-11-21 03:33:48.710226,2022-11-22 07:09:50.594771,True,1
678,buy pants,programming,2022-11-21 08:21:48.710226,2022-11-22 01:32:15.294711,True,1
679,sleep,art,2022-11-21 13:09:48.710226,2022-11-22 16:21:57.031732,True,3
680,buy socks,art,2022-11-21 17:57:48.710226,2022-11-22 21:56:52.169077,True,1
681,get dressed,sport,2022-11-21 22:45:48.710226,2022-11-22 23:46:47.658083,True,4
682,eat,programming,2022-11-22 03:33:48.710226,2022-11-23 12:20:39.570467,True,5
683,drink coffee,art,2022-11-22 08:21:48.710226,2022-11-23 01:46:50.463027,True,1
684,count leaves of trees,sport,2022-11-22 13:09:48.710226,2022-11-23 06:39:00.281858,True,1
685,sleep,art,2022-11-22 17:57:48.710226,2022-11-23 17:12:18.122138,True,4
686,nap,programming,2022-11-22 22:45:48.710226,2022-11-23 21:28:39.356354,True,5
687,go for a walk,programming,2022-11-23 03:33:48.710226,2022-11-24 03:34:41.113916,True,4
688,buy pants,programming,2022-11-23 08:21:48.710226,2022-11-24 08:55:49.412255,True,5
689,eat,sport,2022-11-23 13:09:48.710226,2022-11-24 15:36:06.161467,True,4
690,produce shitty code,programming,2022-11-23 17:57:48.710226,2022-11-25 03:50:00.378513,True,4
691,lay in bed,art,2022-11-23 22:45:48.710226,2022-11-24 17:33:15.515951,True,2
692,count sand on the beach,art,2022-11-24 03:33:48.710226,2022-11-25 03:23:04.926381,True,5
693,brush your teeth,sport,2022-11-24 08:21:48.710226,2022-11-25 06:29:47.200743,True,4
694,produce shitty code,art,2022-11-24 13:09:48.710226,2022-11-25 18:59:51.558347,True,1
695,brush your teeth,art,2022-11-24 17:57:48.710226,2022-11-26 04:16:50.872349,True,4
696,brush your teeth,programming,2022-11-24 22:45:48.710226,2022-11-26 05:57:27.613142,True,2
697,sleep,programming,2022-11-25 03:33:48.710226,2022-11-26 11:35:06.271825,True,4
698,produce shitty code,art,2022-11-25 08:21:48.710226,2022-11-26 13:32:50.100957,True,5
699,get dressed,sport,2022-11-25 13:09:48.710226,2022-11-26 16:06:38.083264,True,1
700,go for a walk,art,2022-11-25 17:57:48.710226,2022-11-26 14:29:59.054328,True,1
701,go for a walk,programming,2022-11-25 22:45:48.710226,2022-11-27 05:53:59.365115,True,4
702,count leaves of trees,programming,2022-11-26 03:33:48.710226,2022-11-27 00:03:33.067957,True,4
703,brush your teeth,sport,2022-11-26 08:21:48.710226,2022-11-27 02:14:12.736132,True,3
704,produce shitty code,art,2022-11-26 13:09:48.710226,2022-11-27 08:40:17.478384,True,5
705,count sand on the beach,sport,2022-11-26 17:57:48.710226,2022-11-28 00:48:12.007158,True,3
706,buy pants,sport,2022-11-26 22:45:48.710226,2022-11-27 16:51:15.513609,True,5
707,eat,programming,2022-11-27 03:33:48.710226,2022-11-27 15:52:05.344052,True,2
708,buy pants,sport,2022-11-27 08:21:48.710226,2022-11-28 00:24:28.376739,True,4
709,drink coffee,art,2022-11-27 13:09:48.710226,2022-11-28 22:49:20.811945,True,2
710,lay in bed,art,2022-11-27 17:57:48.710226,2022-11-28 16:23:30.912749,True,1
711,lay in bed,programming,2022-11-27 22:45:48.710226,2022-11-29 04:33:23.070420,True,3
712,count sand on the beach,programming,2022-11-28 03:33:48.710226,2022-11-28 22:40:53.772352,True,5
713,drink coffee,programming,2022-11-28 08:21:48.710226,2022-11-29 01:34:24.659329,True,3
714,buy pants,sport,2022-11-28 13:09:48.710226,2022-11-29 04:06:23.216305,True,5
715,count sand on the beach,art,2022-11-28 17:57:48.710226,2022-11-30 02:13:46.169344,True,5
716,count sand on the beach,programming,2022-11-28 22:45:48.710226,2022-11-30 00:34:10.879454,True,1
717,sleep,art,2022-11-29 03:33:48.710226,2022-11-30 01:02:14.472902,True,3
718,eat,art,2022-11-29 08:21:48.710226,2022-11-30 13:18:35.828390,True,1
719,sleep,art,2022-11-29 13:09:48.710226,2022-11-30 22:29:11.623620,True,2
720,nap,programming,2022-11-29 17:57:48.710226,2022-11-30 16:23:53.686373,True,5
721,lay in bed,art,2022-11-29 22:45:48.710226,2022-11-30 11:06:18.673176,True,2
722,buy socks,art,2022-11-30 03:33:48.710226,2022-12-01 10:04:10.984424,True,4
723,count leaves of trees,art,2022-11-30 08:21:48.710226,2022-12-01 08:50:33.903282,True,1
724,drink coffee,art,2022-11-30 13:09:48.710226,2022-12-01 02:39:17.925360,True,2
725,lay in bed,art,2022-11-30 17:57:48.710226,2022-12-01 10:43:14.042710,True,2
726,eat,programming,2022-11-30 22:45:48.710226,2022-12-02 03:36:37.151852,True,4
727,drink coffee,sport,2022-12-01 03:33:48.710226,2022-12-02 11:26:54.551442,True,1
728,get dressed,art,2022-12-01 08:21:48.710226,2022-12-01 22:29:49.972795,True,1
729,sleep,programming,2022-12-01 13:09:48.710226,2022-12-02 09:11:15.613989,True,3
730,count sand on the beach,programming,2022-12-01 17:57:48.710226,2022-12-02 08:51:59.606710,True,5
731,buy socks,sport,2022-12-01 22:45:48.710226,2022-12-03 07:55:14.834438,True,2
732,count sand on the beach,programming,2022-12-02 03:33:48.710226,2022-12-02 18:30:35.494158,True,4
733,get dressed,art,2022-12-02 08:21:48.710226,2022-12-03 17:27:18.901489,True,5
734,produce shitty code,programming,2022-12-02 13:09:48.710226,2022-12-03 16:39:51.433940,True,5
735,count leaves of trees,art,2022-12-02 17:57:48.710226,2022-12-04 01:04:32.061263,True,5
736,count sand on the beach,art,2022-12-02 22:45:48.710226,2022-12-03 21:39:51.808228,True,2
737,lay in bed,art,2022-12-03 03:33:48.710226,2022-12-04 13:22:28.508175,True,4
738,drink coffee,sport,2022-12-03 08:21:48.710226,2022-12-04 01:29:53.680441,True,2
739,nap,programming,2022-12-03 13:09:48.710226,2022-12-04 21:54:37.582788,True,1
